7, 18, 22, 40, 44, 46, 50, 5
6, 20, 21, 28, 38, 43, 47, 40
2, 3, 16, 28, 31, 42, 47, 12
1, 9, 14, 24, 26, 37, 42, 29
20, 21, 25, 33, 38, 44, 45, 22
2, 8, 12, 13, 14, 36, 43, 29
11, 14, 15, 24, 34, 43, 47, 36
7, 11, 22, 28, 33, 44, 49, 10
10, 13, 18, 33, 36, 45, 47, 22
6, 17, 22, 23, 32, 37, 47, 13
6, 14, 35, 37, 40, 43, 46, 19
10, 14, 25, 26, 38, 41, 50, 49
11, 21, 32, 33, 38, 40, 44, 19
2, 6, 12, 13, 17, 36, 48, 25
13, 17, 24, 26, 33, 46, 48, 27
2, 13, 15, 19, 38, 39, 46, 34
7, 8, 13, 21, 35, 38, 45, 15
5, 12, 13, 32, 36, 40, 48, 49
4, 12, 18, 19, 22, 25, 44, 43
4, 5, 9, 15, 24, 36, 48, 50
14, 15, 24, 43, 44, 48, 49, 47
14, 18, 19, 32, 35, 38, 41, 27
1, 14, 17, 20, 28, 32, 38, 6
5, 16, 18, 33, 37, 38, 39, 35
2, 6, 21, 31, 34, 39, 45, 33
1, 24, 26, 29, 30, 45, 50, 5
9, 10, 13, 25, 41, 47, 49, 36
3, 11, 23, 26, 31, 42, 50, 24
1, 2, 4, 10, 27, 33, 45, 31
5, 8, 31, 36, 41, 42, 43, 39
11, 28, 38, 40, 43, 45, 48, 33
17, 24, 27, 33, 38, 41, 48, 39
3, 6, 10, 26, 29, 35, 45, 30
4, 8, 11, 14, 15, 34, 45, 7
5, 13, 28, 35, 41, 49, 50, 34
2, 5, 8, 18, 23, 31, 35, 43
4, 8, 15, 39, 40, 42, 48, 5
2, 10, 18, 19, 25, 42, 48, 21
5, 16, 19, 21, 23, 31, 36, 46
7, 11, 13, 30, 38, 40, 43, 45
14, 17, 20, 24, 25, 38, 48, 11
12, 26, 28, 32, 41, 43, 50, 49
2, 11, 19, 33, 44, 45, 47, 42
2, 8, 10, 14, 21, 36, 40, 17
1, 5, 17, 18, 38, 41, 48, 13
7, 13, 18, 30, 33, 37, 41, 6
2, 10, 11, 17, 19, 32, 42, 41
2, 8, 16, 17, 19, 26, 42, 41
4, 6, 7, 10, 17, 27, 44, 40
5, 6, 7, 17, 26, 29, 42, 38
1, 13, 14, 17, 25, 28, 41, 43
14, 17, 25, 27, 31, 32, 34, 20
9, 26, 30, 35, 37, 42, 50, 47
4, 7, 8, 22, 24, 30, 49, 42
7, 18, 22, 35, 37, 43, 45, 44
9, 16, 19, 24, 27, 34, 40, 7
17, 21, 27, 32, 45, 46, 49, 19
3, 21, 22, 26, 28, 44, 49, 34
9, 14, 16, 33, 39, 46, 49, 38
13, 23, 26, 27, 28, 38, 47, 36
3, 11, 24, 25, 29, 32, 42, 16
11, 12, 21, 27, 32, 43, 49, 15
7, 25, 30, 35, 38, 40, 49, 27
8, 18, 20, 24, 31, 37, 39, 34
3, 8, 12, 14, 17, 18, 29, 11
10, 13, 14, 24, 28, 47, 48, 12
5, 16, 19, 23, 30, 37, 48, 44
5, 6, 36, 39, 40, 46, 48, 34
7, 11, 16, 21, 31, 36, 44, 46
2, 11, 14, 21, 23, 34, 36, 5
4, 10, 12, 27, 30, 44, 46, 7
2, 27, 30, 39, 44, 45, 49, 17
3, 12, 18, 25, 43, 46, 50, 33
21, 24, 26, 31, 36, 48, 49, 39
14, 15, 19, 22, 31, 36, 39, 23
14, 17, 20, 34, 38, 45, 49, 5
3, 6, 19, 23, 33, 40, 45, 48
4, 7, 14, 37, 48, 49, 50, 28
15, 32, 36, 40, 41, 43, 48, 10
21, 27, 30, 32, 33, 36, 46, 38
10, 14, 15, 25, 27, 39, 48, 28
2, 9, 10, 35, 41, 42, 47, 40
5, 6, 27, 37, 38, 46, 48, 9
7, 14, 15, 35, 36, 49, 50, 11
4, 5, 8, 15, 27, 41, 48, 37
9, 16, 17, 18, 21, 22, 27, 31
2, 11, 16, 18, 19, 20, 25, 5
3, 4, 13, 14, 30, 36, 41, 21
5, 7, 22, 29, 32, 37, 39, 3
5, 9, 10, 25, 27, 29, 38, 31
5, 20, 21, 22, 32, 37, 41, 18
3, 9, 10, 14, 15, 19, 20, 25
3, 6, 9, 22, 29, 38, 39, 18
2, 15, 21, 29, 40, 47, 50, 35
9, 10, 13, 21, 40, 41, 43, 4
8, 9, 19, 26, 27, 31, 46, 48
9, 18, 23, 36, 39, 43, 48, 46
3, 12, 25, 36, 37, 42, 49, 9
25, 28, 32, 41, 42, 44, 45, 18
3, 4, 10, 11, 26, 28, 40, 31
11, 19, 22, 26, 33, 46, 48, 1
7, 30, 32, 40, 47, 48, 50, 16
22, 23, 24, 25, 37, 40, 49, 19
9, 11, 14, 21, 22, 24, 41, 10
5, 27, 34, 37, 39, 41, 47, 20
5, 12, 15, 23, 26, 38, 41, 45
8, 14, 16, 17, 29, 41, 42, 47
1, 8, 15, 16, 32, 39, 40, 31
4, 16, 19, 32, 35, 36, 38, 28
1, 16, 24, 28, 30, 31, 47, 25
1, 3, 22, 30, 31, 37, 40, 6
3, 12, 17, 22, 29, 31, 48, 8
2, 3, 6, 13, 37, 42, 46, 19
8, 14, 31, 36, 39, 46, 47, 20
11, 12, 22, 33, 37, 48, 49, 41
3, 4, 21, 33, 38, 44, 45, 32
9, 20, 21, 22, 25, 26, 37, 3
17, 18, 27, 38, 39, 40, 47, 24
3, 9, 21, 35, 44, 47, 48, 23
5, 11, 15, 18, 20, 24, 46, 37
7, 22, 26, 35, 46, 47, 49, 19
17, 20, 27, 29, 37, 39, 41, 10
7, 10, 11, 24, 39, 43, 48, 23
8, 16, 19, 22, 28, 31, 38, 25
18, 24, 25, 30, 31, 33, 48, 27
9, 21, 26, 28, 30, 37, 44, 31
9, 17, 22, 33, 36, 45, 46, 41
3, 22, 37, 39, 41, 43, 44, 20
1, 2, 16, 32, 44, 46, 50, 6
1, 2, 5, 11, 20, 30, 39, 27
1, 21, 34, 38, 39, 40, 46, 24
5, 8, 9, 28, 32, 48, 50, 40
2, 9, 29, 30, 31, 35, 37, 19
7, 18, 22, 26, 35, 41, 50, 11
6, 12, 19, 27, 30, 32, 44, 18
4, 15, 16, 17, 35, 46, 50, 13
1, 5, 6, 24, 27, 28, 32, 38
2, 11, 22, 25, 32, 40, 44, 27
8, 9, 37, 38, 40, 43, 49, 28
1, 7, 9, 28, 38, 48, 50, 13
4, 6, 9, 15, 22, 24, 28, 44
7, 12, 16, 26, 40, 45, 49, 20
4, 5, 9, 19, 28, 34, 44, 8
4, 6, 12, 30, 32, 33, 34, 29
3, 10, 13, 19, 21, 45, 49, 12
1, 4, 8, 10, 12, 17, 41, 19
8, 27, 30, 44, 46, 47, 50, 32
2, 8, 20, 21, 29, 34, 37, 41
2, 9, 11, 29, 33, 39, 44, 15
19, 20, 23, 31, 37, 46, 48, 50
5, 7, 14, 21, 26, 34, 49, 31
7, 9, 19, 20, 26, 32, 35, 49
4, 6, 18, 27, 28, 30, 40, 13
3, 4, 7, 19, 44, 48, 49, 8
6, 18, 21, 30, 31, 34, 38, 1
11, 17, 29, 33, 39, 40, 42, 48
6, 8, 13, 27, 41, 46, 47, 39
9, 15, 35, 41, 42, 45, 46, 43
1, 4, 9, 15, 18, 24, 31, 43
5, 7, 14, 23, 24, 46, 47, 11
5, 13, 14, 21, 36, 37, 43, 40
9, 21, 30, 33, 38, 39, 46, 48
1, 4, 20, 33, 44, 45, 49, 47
2, 9, 10, 22, 31, 35, 49, 30
4, 29, 30, 37, 38, 43, 44, 15
8, 12, 16, 30, 38, 48, 50, 14
8, 12, 23, 25, 29, 43, 46, 13
7, 22, 25, 26, 35, 41, 45, 3
8, 15, 21, 28, 29, 30, 39, 23
3, 19, 22, 30, 32, 37, 40, 20
6, 12, 20, 24, 40, 42, 47, 44
2, 6, 13, 19, 21, 32, 40, 12
18, 23, 31, 32, 36, 38, 43, 27
1, 2, 32, 37, 38, 39, 45, 16
6, 31, 33, 34, 43, 44, 46, 22
2, 23, 24, 29, 40, 48, 49, 18
2, 9, 16, 17, 21, 22, 32, 38
6, 11, 25, 31, 36, 41, 49, 47
1, 3, 20, 21, 27, 28, 44, 43
10, 12, 19, 22, 25, 32, 42, 39
1, 2, 16, 21, 23, 25, 28, 48
2, 20, 21, 30, 31, 39, 45, 18
2, 16, 21, 33, 39, 42, 47, 1
9, 17, 21, 23, 36, 41, 48, 12
2, 3, 5, 12, 21, 22, 37, 19
16, 17, 31, 34, 36, 39, 41, 10
9, 24, 27, 33, 40, 44, 48, 41
4, 21, 23, 39, 40, 42, 50, 17
2, 3, 8, 18, 31, 39, 50, 33
9, 11, 15, 19, 20, 35, 41, 28
4, 9, 10, 26, 27, 29, 37, 14
6, 29, 34, 39, 42, 47, 50, 22
7, 19, 22, 28, 34, 41, 42, 12
4, 8, 13, 23, 25, 33, 39, 17
18, 23, 28, 32, 34, 44, 50, 29
4, 11, 20, 22, 37, 44, 49, 13
1, 6, 13, 15, 38, 42, 49, 48
11, 16, 17, 20, 42, 44, 50, 31
2, 14, 15, 23, 27, 44, 45, 8
7, 11, 36, 37, 38, 43, 46, 26
6, 14, 26, 31, 34, 36, 45, 25
1, 4, 8, 28, 32, 36, 43, 40
10, 13, 31, 32, 36, 40, 41, 17
3, 13, 19, 25, 28, 30, 37, 1
11, 14, 17, 21, 23, 26, 36, 19
1, 15, 21, 29, 30, 31, 33, 5
4, 8, 11, 16, 28, 29, 44, 43
11, 15, 17, 20, 24, 25, 50, 30
4, 6, 10, 15, 24, 40, 43, 3
11, 20, 23, 24, 26, 41, 44, 38
19, 22, 28, 30, 36, 38, 39, 25
10, 25, 31, 34, 36, 39, 45, 9
1, 5, 38, 39, 42, 47, 49, 15
22, 24, 25, 26, 29, 32, 46, 20
9, 17, 23, 37, 44, 46, 48, 4
5, 6, 8, 15, 22, 46, 47, 31
5, 7, 19, 28, 32, 35, 44, 46
5, 9, 33, 36, 39, 41, 44, 27
6, 8, 11, 13, 28, 42, 48, 27
4, 5, 24, 25, 43, 44, 50, 41
1, 15, 16, 20, 27, 38, 50, 9
4, 16, 21, 32, 44, 45, 50, 26
2, 4, 17, 39, 40, 43, 46, 44
9, 15, 26, 36, 39, 41, 47, 37
3, 22, 26, 32, 38, 42, 43, 8
3, 9, 25, 26, 28, 34, 38, 36
1, 15, 19, 31, 40, 41, 43, 49
20, 31, 35, 36, 39, 42, 44, 23
18, 24, 31, 38, 44, 46, 50, 40
1, 3, 11, 13, 19, 22, 46, 31
17, 18, 22, 27, 29, 31, 34, 8
3, 21, 29, 37, 40, 43, 44, 38
1, 4, 6, 9, 25, 31, 43, 10
6, 11, 16, 18, 23, 26, 40, 45
10, 17, 18, 22, 23, 25, 34, 37
10, 20, 24, 25, 32, 39, 46, 15
5, 7, 15, 18, 35, 37, 45, 47
3, 5, 10, 18, 26, 33, 46, 49
1, 14, 16, 22, 32, 39, 45, 31
15, 16, 33, 36, 38, 43, 49, 4
5, 13, 23, 25, 27, 32, 44, 3
5, 9, 23, 29, 30, 31, 37, 34
13, 14, 18, 22, 42, 44, 47, 12
3, 8, 14, 15, 24, 33, 48, 4
2, 10, 20, 30, 32, 35, 50, 21
9, 11, 17, 19, 35, 36, 43, 28
7, 11, 19, 30, 42, 43, 50, 44
2, 12, 14, 15, 26, 34, 39, 48
19, 20, 23, 29, 35, 40, 47, 31
14, 23, 28, 29, 30, 33, 48, 9
1, 6, 12, 13, 19, 23, 38, 37
13, 27, 34, 36, 38, 45, 50, 18
3, 4, 11, 19, 30, 39, 40, 25
1, 3, 13, 15, 28, 36, 49, 14
1, 8, 16, 19, 26, 34, 41, 10
9, 18, 25, 30, 39, 40, 43, 5
7, 8, 13, 19, 23, 32, 40, 9
3, 8, 9, 24, 28, 31, 44, 32
6, 19, 24, 25, 36, 37, 39, 17
5, 14, 22, 23, 35, 40, 49, 43
13, 17, 24, 32, 33, 44, 45, 48
7, 25, 26, 28, 32, 36, 37, 2
13, 18, 20, 26, 32, 35, 47, 12
13, 24, 29, 31, 35, 36, 42, 37
7, 12, 15, 23, 35, 43, 49, 19
1, 12, 18, 19, 21, 24, 41, 15
7, 18, 29, 30, 41, 45, 46, 40
1, 8, 9, 22, 29, 30, 32, 17
6, 14, 16, 22, 30, 42, 45, 35
8, 9, 11, 17, 37, 39, 41, 19
1, 11, 15, 16, 20, 29, 39, 32
11, 22, 28, 33, 39, 43, 47, 23
4, 13, 23, 30, 31, 37, 43, 32
7, 10, 13, 19, 24, 31, 41, 1
2, 11, 17, 18, 22, 25, 39, 3
12, 25, 27, 29, 34, 44, 45, 7
18, 23, 28, 37, 44, 45, 47, 9
3, 10, 16, 28, 31, 38, 47, 20
3, 5, 17, 23, 28, 43, 46, 29
1, 11, 20, 32, 41, 42, 44, 47
1, 4, 5, 22, 25, 32, 34, 27
6, 8, 12, 19, 20, 25, 49, 18
8, 11, 14, 17, 26, 30, 36, 48
9, 11, 23, 33, 35, 36, 42, 6
2, 9, 18, 33, 36, 40, 49, 38
12, 17, 22, 27, 28, 29, 35, 43
3, 5, 7, 11, 13, 20, 29, 30
2, 4, 18, 19, 20, 39, 44, 11
3, 12, 21, 34, 37, 38, 41, 22
1, 3, 5, 10, 16, 27, 43, 14
3, 9, 15, 16, 19, 45, 48, 42
25, 28, 31, 36, 42, 44, 49, 37
8, 9, 12, 20, 22, 27, 30, 28
18, 31, 38, 45, 46, 47, 48, 16
10, 15, 16, 17, 19, 27, 38, 9
2, 3, 4, 8, 9, 20, 30, 45
9, 10, 16, 23, 24, 39, 49, 7
2, 12, 31, 34, 39, 48, 49, 1
11, 17, 24, 34, 41, 42, 48, 21
1, 7, 13, 14, 22, 42, 48, 47
5, 8, 15, 20, 25, 26, 47, 22
2, 9, 15, 23, 26, 30, 41, 13
6, 7, 11, 21, 23, 27, 41, 49
7, 21, 23, 25, 31, 34, 45, 37
5, 13, 14, 16, 17, 29, 49, 18
10, 13, 18, 19, 38, 47, 48, 42
2, 8, 24, 30, 31, 38, 40, 42
4, 10, 21, 28, 29, 37, 45, 20
1, 3, 8, 22, 29, 38, 47, 11
8, 19, 24, 28, 34, 42, 48, 17
11, 16, 19, 22, 24, 38, 41, 48
5, 9, 14, 24, 33, 37, 46, 38
1, 17, 19, 23, 28, 29, 47, 10
3, 7, 20, 25, 29, 31, 44, 27
1, 11, 15, 20, 36, 41, 47, 33
2, 5, 6, 7, 8, 33, 45, 15
16, 19, 21, 32, 37, 39, 45, 26
1, 2, 12, 15, 22, 25, 41, 34
8, 12, 14, 34, 37, 44, 48, 45
23, 25, 29, 30, 42, 44, 45, 20
3, 4, 13, 16, 35, 47, 49, 37
10, 14, 22, 36, 38, 44, 45, 11
11, 14, 20, 22, 26, 35, 43, 33
11, 25, 26, 28, 38, 44, 45, 20
8, 11, 18, 25, 34, 35, 38, 44
14, 16, 18, 21, 38, 44, 49, 15
11, 12, 25, 28, 33, 41, 43, 36
7, 11, 20, 21, 22, 37, 47, 38
1, 5, 20, 33, 34, 41, 42, 15
2, 3, 6, 22, 24, 42, 46, 27
7, 24, 26, 36, 37, 43, 44, 3
4, 8, 13, 16, 26, 33, 38, 10
2, 4, 11, 17, 26, 41, 42, 44
2, 11, 12, 25, 33, 39, 44, 8
9, 12, 16, 24, 33, 45, 47, 14
1, 4, 11, 17, 27, 36, 37, 47
13, 14, 19, 26, 27, 36, 37, 18
2, 9, 13, 16, 25, 26, 45, 19
18, 19, 23, 34, 39, 43, 46, 1
1, 7, 18, 28, 31, 39, 48, 35
1, 2, 15, 16, 22, 29, 41, 27
15, 20, 24, 30, 39, 44, 46, 22
2, 10, 37, 38, 39, 43, 47, 28
1, 6, 14, 23, 38, 40, 47, 25
10, 17, 25, 27, 29, 34, 38, 48
8, 14, 16, 17, 18, 34, 41, 43
1, 4, 12, 27, 35, 38, 46, 8
1, 14, 15, 16, 24, 39, 49, 5
16, 17, 18, 20, 40, 42, 43, 15
5, 12, 18, 26, 29, 31, 37, 40
3, 15, 22, 23, 33, 47, 49, 6
5, 11, 20, 22, 35, 38, 46, 45
26, 28, 33, 38, 42, 43, 47, 16
1, 17, 31, 33, 39, 46, 49, 42
8, 14, 17, 27, 28, 30, 48, 37
13, 16, 19, 21, 24, 26, 30, 36
22, 23, 26, 35, 37, 39, 47, 14
6, 10, 13, 14, 25, 41, 46, 8
13, 15, 21, 24, 25, 36, 48, 10
7, 26, 27, 31, 32, 33, 42, 45
20, 21, 22, 34, 42, 43, 45, 1
5, 11, 14, 17, 28, 41, 47, 46
6, 7, 8, 9, 17, 23, 30, 18
19, 20, 26, 31, 34, 39, 48, 18
2, 11, 20, 22, 33, 40, 43, 4
6, 9, 22, 23, 36, 38, 47, 12
4, 14, 24, 41, 42, 44, 48, 26
9, 17, 27, 30, 31, 34, 42, 21
6, 8, 15, 24, 26, 39, 44, 40
1, 6, 15, 32, 42, 45, 46, 44
5, 6, 27, 28, 31, 41, 45, 12
9, 12, 13, 14, 28, 39, 41, 38
1, 9, 17, 19, 25, 27, 38, 44
13, 16, 20, 35, 37, 43, 49, 6
11, 21, 22, 24, 26, 36, 43, 10
1, 8, 10, 24, 26, 37, 45, 47
3, 6, 8, 17, 21, 28, 34, 2
16, 17, 19, 22, 31, 47, 49, 1
1, 14, 16, 20, 26, 32, 34, 18
12, 21, 28, 37, 40, 43, 47, 11
5, 11, 15, 26, 27, 33, 39, 46
1, 16, 20, 29, 33, 44, 46, 15
2, 17, 22, 24, 26, 42, 48, 6
10, 12, 14, 28, 36, 39, 45, 26
1, 8, 16, 25, 30, 42, 48, 28
19, 30, 31, 36, 40, 44, 49, 6
9, 26, 28, 32, 37, 40, 45, 46
11, 15, 25, 26, 39, 47, 49, 30
4, 6, 10, 20, 40, 46, 47, 39
5, 7, 15, 18, 19, 27, 28, 25
19, 22, 25, 32, 37, 45, 47, 40
3, 10, 17, 19, 26, 27, 42, 46
1, 12, 15, 22, 25, 45, 48, 16
4, 10, 11, 27, 29, 32, 41, 42
7, 12, 14, 15, 27, 34, 44, 6
3, 13, 24, 36, 39, 44, 45, 19
4, 12, 17, 21, 32, 38, 42, 46
8, 9, 12, 24, 29, 36, 37, 17
14, 18, 22, 25, 36, 39, 44, 34
33, 34, 36, 42, 44, 45, 47, 14
3, 5, 19, 29, 33, 34, 44, 41
4, 23, 29, 36, 39, 44, 46, 24
8, 14, 18, 20, 24, 39, 46, 23
7, 10, 21, 24, 38, 40, 49, 3
2, 11, 20, 22, 31, 35, 47, 39
5, 8, 20, 21, 29, 40, 47, 7
11, 17, 24, 26, 34, 35, 39, 16
2, 9, 27, 32, 38, 39, 43, 45
1, 5, 11, 26, 28, 30, 41, 49
5, 10, 14, 19, 31, 33, 47, 27
8, 9, 14, 19, 28, 31, 46, 48
3, 7, 12, 18, 31, 33, 35, 26
6, 29, 30, 31, 36, 42, 45, 32
1, 14, 15, 18, 26, 42, 48, 39
10, 15, 21, 28, 32, 36, 37, 9
1, 5, 7, 13, 14, 33, 46, 47
6, 9, 18, 22, 25, 32, 44, 46
26, 34, 38, 41, 46, 48, 49, 10
4, 12, 16, 27, 37, 39, 44, 32
2, 8, 9, 10, 24, 26, 41, 37
2, 8, 10, 15, 17, 20, 24, 14
7, 10, 16, 35, 36, 42, 45, 24
3, 7, 15, 23, 29, 31, 45, 46
10, 11, 23, 28, 32, 34, 41, 29
7, 8, 16, 18, 24, 25, 46, 37
7, 11, 14, 15, 19, 30, 41, 22
3, 37, 38, 40, 42, 43, 46, 12
6, 18, 20, 37, 40, 44, 46, 49
1, 7, 17, 27, 32, 44, 48, 18
16, 23, 24, 25, 40, 46, 47, 17
1, 4, 21, 24, 29, 30, 46, 25
1, 30, 38, 39, 44, 45, 47, 43
2, 10, 13, 16, 30, 33, 48, 44
4, 7, 11, 19, 34, 38, 48, 45
7, 14, 15, 16, 21, 30, 41, 17
2, 4, 16, 23, 30, 32, 46, 38
1, 6, 30, 40, 46, 47, 49, 37
12, 14, 23, 25, 31, 38, 40, 36
23, 24, 29, 36, 42, 43, 49, 38
2, 4, 11, 19, 28, 29, 38, 42
2, 5, 27, 32, 35, 42, 46, 48
5, 13, 20, 37, 39, 40, 41, 28
1, 15, 17, 25, 34, 40, 41, 38
3, 13, 15, 22, 33, 41, 49, 11
2, 4, 5, 17, 29, 39, 41, 48
7, 8, 15, 19, 36, 37, 41, 43
21, 22, 27, 30, 39, 42, 44, 8
13, 16, 17, 21, 35, 40, 46, 18
1, 7, 15, 18, 21, 30, 45, 22
10, 12, 24, 26, 34, 43, 47, 38
8, 11, 14, 23, 26, 42, 47, 1
9, 14, 19, 21, 31, 32, 40, 16
2, 7, 12, 28, 29, 38, 48, 27
2, 11, 19, 38, 43, 45, 49, 9
1, 10, 12, 20, 29, 35, 47, 4
7, 11, 19, 38, 40, 41, 42, 49
12, 21, 28, 34, 36, 45, 48, 26
4, 8, 9, 20, 23, 45, 46, 31
8, 15, 24, 25, 27, 36, 43, 32
7, 12, 28, 34, 45, 46, 48, 49
6, 20, 28, 29, 30, 31, 46, 45
5, 8, 9, 12, 22, 39, 45, 38
7, 16, 31, 35, 39, 44, 48, 42
12, 28, 31, 38, 40, 41, 45, 15
4, 9, 18, 32, 35, 38, 40, 12
7, 10, 15, 23, 30, 36, 44, 45
6, 10, 16, 27, 38, 40, 45, 39
13, 19, 37, 38, 40, 43, 48, 46
6, 8, 11, 16, 17, 19, 24, 29
1, 10, 16, 23, 29, 35, 39, 46
4, 7, 20, 22, 26, 28, 29, 47
1, 6, 7, 16, 22, 31, 33, 25
3, 4, 5, 7, 31, 33, 40, 49
1, 2, 4, 21, 23, 35, 40, 5
8, 15, 16, 21, 31, 37, 39, 20
19, 30, 33, 34, 36, 41, 48, 11
1, 3, 14, 33, 35, 39, 45, 28
9, 16, 24, 30, 39, 40, 45, 14
3, 9, 24, 25, 28, 36, 40, 48
6, 15, 18, 19, 25, 44, 46, 28
5, 7, 29, 35, 39, 41, 49, 14
12, 13, 16, 30, 32, 35, 37, 7
3, 11, 16, 24, 31, 39, 43, 2
2, 5, 10, 11, 23, 25, 31, 46
3, 5, 17, 30, 36, 47, 49, 31
12, 16, 24, 29, 36, 40, 47, 44
12, 17, 32, 36, 43, 44, 49, 4
4, 6, 7, 16, 18, 40, 46, 34
5, 10, 11, 20, 26, 38, 46, 44
1, 6, 10, 16, 18, 21, 31, 5
1, 3, 16, 33, 34, 40, 42, 2
7, 9, 24, 30, 35, 42, 43, 36
1, 2, 5, 10, 11, 25, 34, 36
6, 9, 16, 19, 20, 24, 30, 31
9, 16, 17, 27, 32, 38, 47, 37
13, 16, 22, 26, 35, 36, 39, 44
1, 23, 26, 33, 35, 38, 42, 18
3, 8, 11, 20, 28, 36, 38, 26
5, 6, 8, 13, 24, 37, 46, 30
4, 7, 8, 10, 16, 20, 36, 27
2, 3, 5, 18, 37, 38, 46, 33
7, 15, 24, 25, 27, 43, 47, 22
5, 13, 18, 28, 31, 38, 44, 46
18, 19, 32, 36, 38, 40, 43, 1
8, 27, 30, 32, 34, 35, 42, 17
3, 12, 25, 30, 42, 44, 45, 26
1, 3, 6, 8, 14, 20, 30, 28
2, 5, 7, 13, 15, 30, 38, 27
6, 18, 19, 26, 37, 39, 47, 21
3, 4, 7, 12, 17, 26, 34, 1
10, 14, 15, 16, 42, 45, 48, 49
2, 14, 30, 34, 38, 47, 48, 16
3, 6, 13, 17, 22, 25, 43, 47
15, 20, 29, 39, 40, 43, 46, 12
3, 6, 16, 23, 27, 28, 34, 22
2, 25, 26, 37, 39, 48, 49, 40
8, 16, 17, 28, 32, 34, 47, 19
